Tank,Treatment,Ploidy,Tag colour,Tag num,Shell Height,Mass,Time
12,100,2M,Green,,20.78,1,1_start
15,20,3C,Blue,81,21.3,1.4,1_start
15,20,3C,Blue,82,34.29,2.9,1_start
15,20,3C,Blue,83,35.34,3.1,1_start
15,20,3C,Blue,84,32.19,2.8,1_start
15,20,3C,Blue,85,31.23,2.2,1_start
15,20,3C,Blue,86,35.22,4.9,1_start
15,20,3C,Blue,87,36.59,3.7,1_start
15,20,3C,Blue,88,41.62,5.3,1_start
15,20,3C,Blue,90,32.89,2.6,1_start
15,20,3C,Blue,91,36.14,4.1,1_start
15,20,3C,Blue,,39.18,5.6,1_start
15,20,3C,Blue,,28.62,2.2,1_start
15,20,3C,Blue,,31.92,2.5,1_start
15,20,3C,Blue,,43.82,6.7,1_start
15,20,3C,Blue,,24.15,1.7,1_start
15,20,3C,Blue,,33.88,2.8,1_start
15,20,3C,Blue,,26.36,1.7,1_start
15,20,3C,Blue,,20.21,1,1_start
15,20,3C,Blue,,50.83,11.8,1_start
15,20,3C,Blue,,38.01,7.7,1_start
15,20,3C,Blue,,27.49,1.5,1_start
15,20,3C,Blue,,35.58,3.5,1_start
15,20,3C,Blue,,32.49,2.5,1_start
15,20,3C,Blue,,27.63,1.9,1_start
15,20,3C,Blue,,23.82,1.5,1_start
15,20,3C,Blue,,27.25,2.2,1_start
15,20,3C,Blue,,28.42,2.1,1_start
15,20,3C,Blue,,23.96,1.5,1_start
15,20,3C,Blue,,23.95,1.3,1_start
15,20,3C,Blue,,23.58,1.4,1_start
15,20,3M,Red,92,33.21,4.2,1_start
15,20,3M,Red,93,29.32,2.4,1_start
15,20,3M,Red,94,31.24,3.9,1_start
15,20,3M,Red,95,57.44,17.1,1_start
15,20,3M,Red,96,39.14,5.1,1_start
15,20,3M,Red,97,40.48,5.6,1_start
15,20,3M,Red,98,36.47,4.1,1_start
15,20,3M,Red,99,52.41,11.5,1_start
15,20,3M,Red,100,51.06,9.4,1_start
15,20,3M,Red+white,1,39.96,4.4,1_start
15,20,3M,Red,,54.82,11.3,1_start
15,20,3M,Red,,57.18,12.4,1_start
15,20,3M,Red,,48.48,11.8,1_start
15,20,3M,Red,,55.63,8.7,1_start
15,20,3M,Red,,57.79,12.3,1_start
15,20,3M,Red,,41.24,5,1_start
15,20,3M,Red,,36.05,5.8,1_start
15,20,3M,Red,,39.86,4.6,1_start
15,20,3M,Red,,39.68,5.3,1_start
15,20,3M,Red,,31.53,2.5,1_start
15,20,3M,Red,,32.39,3,1_start
15,20,3M,Red,,38.58,4.3,1_start
15,20,3M,Red,,28.46,3.4,1_start
15,20,3M,Red,,31.9,3.1,1_start
15,20,3M,Red,,34.42,2.1,1_start
15,20,3M,Red,,27.1,2.2,1_start
15,20,3M,Red,,38.59,5,1_start
15,20,3M,Red,,27.91,2.5,1_start
15,20,3M,Red,,34.03,2.7,1_start
15,20,3M,Red,,31.3,2.4,1_start
15,20,2M,Green,72,31.11,2.8,1_start
15,20,2M,Green,73,24.42,1.7,1_start
15,20,2M,Green,74,39.15,3.6,1_start
15,20,2M,Green,75,26.55,1.3,1_start
15,20,2M,Green,76,36.34,3.5,1_start
15,20,2M,Green,77,36.59,4,1_start
15,20,2M,Green,78,43.75,3.8,1_start
15,20,2M,Green,79,41.43,3.2,1_start
15,20,2M,Green,80,25.16,1.8,1_start
15,20,2M,Green,81,27.43,1.2,1_start
15,20,2M,Green,,41.29,4.1,1_start
15,20,2M,Green,,45.23,4.9,1_start
15,20,2M,Green,,42.39,4.7,1_start
15,20,2M,Green,,40.97,6,1_start
15,20,2M,Green,,39.86,3.8,1_start
15,20,2M,Green,,33.91,2.7,1_start
15,20,2M,Green,,32.92,2.5,1_start
15,20,2M,Green,,45.79,5.1,1_start
15,20,2M,Green,,29.37,2.4,1_start
15,20,2M,Green,,43.28,4.1,1_start
15,20,2M,Green,,34.89,2.9,1_start
15,20,2M,Green,,36.63,2.6,1_start
15,20,2M,Green,,30.52,2.2,1_start
15,20,2M,Green,,28.61,1.6,1_start
15,20,2M,Green,,28.23,1.4,1_start
15,20,2M,Green,,32.71,2.2,1_start
15,20,2M,Green,,32.55,1.8,1_start
15,20,2M,Green,,20.7,1.4,1_start
15,20,2M,Green,,28.13,1.7,1_start
15,20,2M,Green,,27.16,1.6,1_start
1,80,3C,Blue,92,26.25,1.8,1_start
1,80,3C,Blue,93,23.97,1.5,1_start
1,80,3C,Blue,94,26.14,1.7,1_start
1,80,3C,Blue,95,41.32,3.7,1_start
1,80,3C,Blue,96,26.29,1.4,1_start
1,80,3C,Blue,97,27.29,1.7,1_start
1,80,3C,Blue,98,25.03,1.5,1_start
1,80,3C,Blue,99,28.28,2.9,1_start
1,80,3C,Blue,100,23.52,1.2,1_start
1,80,3C,Blue+White,2,31.9,2.6,1_start
1,80,3C,Blue,,22.39,1,1_start
1,80,3C,Blue,,50.77,8,1_start
1,80,3C,Blue,,21.26,1.4,1_start
1,80,3C,Blue,,29.77,4,1_start
1,80,3C,Blue,,29.77,2,1_start
1,80,3C,Blue,,21.95,1.6,1_start
1,80,3C,Blue,,27.48,1.6,1_start
1,80,3C,Blue,,29.41,2.3,1_start
1,80,3C,Blue,,26.28,2.3,1_start
1,80,3C,Blue,,23.16,1.5,1_start
1,80,3C,Blue,,34.23,3.2,1_start
1,80,3C,Blue,,21.99,1.1,1_start
1,80,3C,Blue,,25.06,1,1_start
1,80,3C,Blue,,30.35,3.3,1_start
1,80,3C,Blue,,27.02,2.2,1_start
1,80,3C,Blue,,24.84,1.5,1_start
1,80,3C,Blue,,28.68,2.7,1_start
1,80,3C,Blue,,19.93,0.9,1_start
1,80,3C,Blue,,21.89,1.1,1_start
1,80,3C,Blue,,25.55,1.4,1_start
1,80,3C,Blue,,27.98,2.5,1_start
1,80,2M,Green,82,33.61,2.5,1_start
1,80,2M,Green,83,46,4.6,1_start
1,80,2M,Green,84,32.57,2.5,1_start
1,80,2M,Green,85,30.14,2.2,1_start
1,80,2M,Green,86,44.17,4.7,1_start
1,80,2M,Green,87,31.95,3.6,1_start
1,80,2M,Green,88,40.94,4,1_start
1,80,2M,Green,89,26.6,2.1,1_start
1,80,2M,Green,90,28.67,1.8,1_start
1,80,2M,Green,91,24.92,1.6,1_start
1,80,2M,Green,,23.24,1.1,1_start
1,80,2M,Green,,22.44,1.3,1_start
1,80,2M,Green,,20.77,0.9,1_start
1,80,2M,Green,,33.59,3.1,1_start
1,80,2M,Green,,48.14,4,1_start
1,80,2M,Green,,37.9,4.4,1_start
1,80,2M,Green,,28.53,1.7,1_start
1,80,2M,Green,,20.83,1.1,1_start
1,80,2M,Green,,19.41,0.8,1_start
1,80,2M,Green,,21.99,1.6,1_start
1,80,2M,Green,,25.63,1.4,1_start
1,80,2M,Green,,38.4,2.9,1_start
1,80,2M,Green,,25.5,2.2,1_start
1,80,2M,Green,,23.71,1.4,1_start
1,80,2M,Green,,25.43,1.7,1_start
1,80,2M,Green,,25.5,1.6,1_start
1,80,2M,Green,,23.37,1.5,1_start
1,80,2M,Green,,22.29,1.4,1_start
1,80,2M,Green,,28.47,1.9,1_start
1,80,2M,Green,,37.29,3.6,1_start
1,80,3M,Red,42,47.84,7.5,1_start
1,80,3M,Red,43,30.99,5.5,1_start
1,80,3M,Red,44,51.35,9.4,1_start
1,80,3M,Red,45,48.64,8.6,1_start
1,80,3M,Red,46,42.59,7.2,1_start
1,80,3M,Red,47,32.29,3.8,1_start
1,80,3M,Red,48,32.52,2.9,1_start
1,80,3M,Red,49,40.04,4.5,1_start
1,80,3M,Red,50,41.35,6.8,1_start
1,80,3M,Red,51,27.67,2.2,1_start
1,80,3M,Red,,32.91,3.3,1_start
1,80,3M,Red,,38.1,4.7,1_start
1,80,3M,Red,,37.78,4.3,1_start
1,80,3M,Red,,52.27,7.9,1_start
1,80,3M,Red,,46.93,11.4,1_start
1,80,3M,Red,,23.17,1.9,1_start
1,80,3M,Red,,52.09,12.5,1_start
1,80,3M,Red,,23.91,2,1_start
1,80,3M,Red,,44.14,7.8,1_start
1,80,3M,Red,,35.67,3.2,1_start
1,80,3M,Red,,41.07,5,1_start
1,80,3M,Red,,30.31,2.3,1_start
1,80,3M,Red,,39.3,4.6,1_start
1,80,3M,Red,,38.15,4.4,1_start
1,80,3M,Red,,37.91,3.7,1_start
1,80,3M,Red,,34.25,4.2,1_start
1,80,3M,Red,,37.87,2.1,1_start
1,80,3M,Red,,46.7,7.5,1_start
1,80,3M,Red,,38.87,4.2,1_start
1,80,3M,Red,,34.99,3.6,1_start
3,100,2M,Green,92,40.52,3.7,1_start
3,100,2M,Green,93,45.54,4.9,1_start
3,100,2M,Green,94,28.14,1.7,1_start
3,100,2M,Green,95,23.07,1,1_start
3,100,2M,Green,96,42.3,6,1_start
3,100,2M,Green,97,29.37,2,1_start
3,100,2M,Green,98,24.21,1.2,1_start
3,100,2M,Green,99,29.62,2.5,1_start
3,100,2M,Green,100,31.72,2.1,1_start
3,100,2M,Green,1,23.43,1.4,1_start
3,100,2M,Green,,35.13,1.3,1_start
3,100,2M,Green,,27.06,1.5,1_start
3,100,2M,Green,,33.13,4.8,1_start
3,100,2M,Green,,31.42,1.8,1_start
3,100,2M,Green,,28.95,2.2,1_start
3,100,2M,Green,,31.51,1.9,1_start
3,100,2M,Green,,26.47,1.7,1_start
3,100,2M,Green,,32.36,2.4,1_start
3,100,2M,Green,,26.51,2,1_start
3,100,2M,Green,,32.74,4,1_start
3,100,2M,Green,,22.15,1,1_start
3,100,2M,Green,,24.71,1.1,1_start
3,100,2M,Green,,21.59,0.8,1_start
3,100,2M,Green,,25.59,0.9,1_start
3,100,2M,Green,,34.17,2.6,1_start
3,100,2M,Green,,24.15,1.5,1_start
3,100,2M,Green,,29.05,1.8,1_start
3,100,2M,Green,,30.25,2.2,1_start
3,100,2M,Green,,34.76,3.3,1_start
3,100,2M,Green,,35.27,4.1,1_start
3,100,3C,Blue ,3,45.87,5.3,1_start
3,100,3C,Blue ,4,45.93,4.5,1_start
3,100,3C,Blue ,5,28.04,1.3,1_start
3,100,3C,Blue ,6,23.77,1.3,1_start
3,100,3C,Blue ,7,19.22,1,1_start
3,100,3C,Blue ,8,22.64,1.2,1_start
3,100,3C,Blue ,9,26.73,1.1,1_start
3,100,3C,Blue ,10,21.31,1.3,1_start
3,100,3C,Blue ,11,24.68,1.8,1_start
3,100,3C,Blue ,12,25.91,1.6,1_start
3,100,3C,Blue ,,36.77,3.5,1_start
3,100,3C,Blue ,,23.51,1.1,1_start
3,100,3C,Blue ,,19.45,1.5,1_start
3,100,3C,Blue ,,23.38,1.1,1_start
3,100,3C,Blue ,,21.47,1.3,1_start
3,100,3C,Blue ,,25.88,1.5,1_start
3,100,3C,Blue ,,22.05,1.1,1_start
3,100,3C,Blue ,,21.17,1.1,1_start
3,100,3C,Blue ,,23.99,1.1,1_start
3,100,3C,Blue ,,25.88,1,1_start
3,100,3C,Blue ,,24.19,1.2,1_start
3,100,3C,Blue ,,24.93,1.6,1_start
3,100,3C,Blue ,,31.08,2,1_start
3,100,3C,Blue ,,25.7,1.3,1_start
3,100,3C,Blue ,,22.55,1.3,1_start
3,100,3C,Blue ,,29.6,3.2,1_start
3,100,3C,Blue ,,28.11,1.9,1_start
3,100,3C,Blue ,,22.69,1.3,1_start
3,100,3C,Blue ,,23.43,1.1,1_start
3,100,3C,Blue ,,21.71,0.9,1_start
3,100,3M,Red,1,52.56,4.9,1_start
3,100,3M,Red,2,47.5,8.2,1_start
3,100,3M,Red,3,38.37,6,1_start
3,100,3M,Red,4,57.56,11.4,1_start
3,100,3M,Red,5,33.54,3.6,1_start
3,100,3M,Red,6,33.86,3.2,1_start
3,100,3M,Red,7,35.9,3.4,1_start
3,100,3M,Red,8,42.19,5,1_start
3,100,3M,Red,9,40.95,4.3,1_start
3,100,3M,Red,10,27,1.9,1_start
3,100,3M,Red,,30.35,2.8,1_start
3,100,3M,Red,,31.66,2.7,1_start
3,100,3M,Red,,39.2,4.5,1_start
3,100,3M,Red,,27.24,1.8,1_start
3,100,3M,Red,,32.07,3.9,1_start
3,100,3M,Red,,32.86,2.8,1_start
3,100,3M,Red,,44.77,6.9,1_start
3,100,3M,Red,,35.79,3.5,1_start
3,100,3M,Red,,37.24,4.8,1_start
3,100,3M,Red,,38.26,4.6,1_start
3,100,3M,Red,,55.75,13.3,1_start
3,100,3M,Red,,29.47,2.9,1_start
3,100,3M,Red,,27.84,2.5,1_start
3,100,3M,Red,,33.41,6.1,1_start
3,100,3M,Red,,37.81,4.1,1_start
3,100,3M,Red,,42.84,6.5,1_start
3,100,3M,Red,,29.68,2.3,1_start
3,100,3M,Red,,31.53,2.6,1_start
3,100,3M,Red,,49.05,6,1_start
3,100,3M,Red,,40.67,5.8,1_start
10,40,2M,Green ,2,21.18,0.9,1_start
10,40,2M,Green ,3,43.53,3,1_start
10,40,2M,Green ,4,41.05,3.5,1_start
10,40,2M,Green ,5,49.2,6.5,1_start
10,40,2M,Green ,6,24.67,1.3,1_start
10,40,2M,Green ,7,21.72,1.3,1_start
10,40,2M,Green ,8,22.33,1.3,1_start
10,40,2M,Green ,9,23.67,1.4,1_start
10,40,2M,Green ,10,23.13,1.1,1_start
10,40,2M,Green ,11,34.65,3.8,1_start
10,40,2M,Green ,,49.78,5.5,1_start
10,40,2M,Green ,,18.24,1.1,1_start
10,40,2M,Green ,,19.4,1,1_start
10,40,2M,Green ,,27.14,1.6,1_start
10,40,2M,Green ,,42.12,3.4,1_start
10,40,2M,Green ,,19.68,0.7,1_start
10,40,2M,Green ,,24.81,1.4,1_start
10,40,2M,Green ,,26.81,1.8,1_start
10,40,2M,Green ,,38.41,3.6,1_start
10,40,2M,Green ,,29.21,1.9,1_start
10,40,2M,Green ,,34.58,2.3,1_start
10,40,2M,Green ,,19.49,0.9,1_start
10,40,2M,Green ,,41.45,3.6,1_start
10,40,2M,Green ,,23.65,1,1_start
10,40,2M,Green ,,29.08,1.5,1_start
10,40,2M,Green ,,27.17,2.3,1_start
10,40,2M,Green ,,20.55,1,1_start
10,40,2M,Green ,,38.41,5.7,1_start
10,40,2M,Green ,,38.71,2.2,1_start
10,40,2M,Green ,,27.69,1.8,1_start
10,40,3M,Red,11,22.34,1.9,1_start
10,40,3M,Red,12,31.17,2.7,1_start
10,40,3M,Red,13,41.24,3.6,1_start
10,40,3M,Red,14,32.41,3.4,1_start
10,40,3M,Red,15,31.69,3.4,1_start
10,40,3M,Red,16,29.69,2.5,1_start
10,40,3M,Red,17,27.2,2.9,1_start
10,40,3M,Red,18,31.69,3.2,1_start
10,40,3M,Red,19,34.71,3.9,1_start
10,40,3M,Red,20,24.94,1.6,1_start
10,40,3M,Red,,55.62,12,1_start
10,40,3M,Red,,42.63,6.7,1_start
10,40,3M,Red,,46.87,9.1,1_start
10,40,3M,Red,,32.91,4.8,1_start
10,40,3M,Red,,52.15,9.8,1_start
10,40,3M,Red,,41,4.2,1_start
10,40,3M,Red,,47.63,9,1_start
10,40,3M,Red,,55.84,8.5,1_start
10,40,3M,Red,,39.89,6.5,1_start
10,40,3M,Red,,36.47,3.5,1_start
10,40,3M,Red,,30.74,3.2,1_start
10,40,3M,Red,,33.81,3.7,1_start
10,40,3M,Red,,43.36,4.3,1_start
10,40,3M,Red,,41.11,5.2,1_start
10,40,3M,Red,,39.18,6,1_start
10,40,3M,Red,,55.15,9.4,1_start
10,40,3M,Red,,52.91,9.1,1_start
10,40,3M,Red,,35.47,3.7,1_start
10,40,3M,Red,,33.61,2.8,1_start
10,40,3M,Red,,40.55,3.5,1_start
10,40,3M,Blue,1,28.48,1.8,1_start
10,40,3M,Blue,2,24.13,1.7,1_start
10,40,3M,Blue,3,22.14,0.8,1_start
10,40,3M,Blue,4,21.34,1.3,1_start
10,40,3M,Blue,5,27.31,1.8,1_start
10,40,3M,Blue,6,23.59,1.1,1_start
10,40,3M,Blue,7,22.75,1.5,1_start
10,40,3M,Blue,8,25.91,1.7,1_start
10,40,3M,Blue,9,25.31,1.8,1_start
10,40,3M,Blue,10,44.17,5.6,1_start
10,40,3M,Blue,,26.27,1.7,1_start
10,40,3M,Blue,,21.6,1,1_start
10,40,3M,Blue,,27.42,1.5,1_start
10,40,3M,Blue,,24.89,1.4,1_start
10,40,3M,Blue,,41.9,4.5,1_start
10,40,3M,Blue,,31.48,2.6,1_start
10,40,3M,Blue,,43.83,4,1_start
10,40,3M,Blue,,44.58,5.3,1_start
10,40,3M,Blue,,28.26,2.1,1_start
10,40,3M,Blue,,24.94,1.9,1_start
10,40,3M,Blue,,24.94,2.6,1_start
10,40,3M,Blue,,22,1.2,1_start
10,40,3M,Blue,,31.82,2.7,1_start
10,40,3M,Blue,,25.04,1.4,1_start
10,40,3M,Blue,,24.69,1.4,1_start
10,40,3M,Blue,,18.57,0.8,1_start
10,40,3M,Blue,,21.36,0.8,1_start
10,40,3M,Blue,,22.23,0.9,1_start
10,40,3M,Blue,,21.55,1.3,1_start
10,40,3M,Blue,,18.91,0.8,1_start
4,60,2M,Green,,31.75,2,2_end
4,60,2M,Green,,31.98,2.9,2_end
4,60,2M,Green,,27.91,2,2_end
4,60,2M,Green,,39.88,3.7,2_end
4,60,2M,Green,,23.3,1.3,2_end
4,60,2M,Green,,26.02,1.6,2_end
4,60,2M,Green,,46.36,5.7,2_end
4,60,2M,Green,,31.33,2,2_end
4,60,2M,Green,,29.32,1.6,2_end
4,60,2M,Green,,28.89,2.5,2_end
4,60,2M,Green,,40.58,2.8,2_end
4,60,2M,Green,,24.57,1.5,2_end
4,60,2M,Green,,31.82,2.1,2_end
4,60,3C,Blue,,49.46,4.9,2_end
4,60,3C,Blue,,32.64,4,2_end
4,60,3C,Blue,,29.51,2,2_end
4,60,3C,Blue,,25.74,1.4,2_end
4,60,3C,Blue,,24.54,2.2,2_end
4,60,3C,Blue,,26.45,1.3,2_end
4,60,3C,Blue,,35.68,4,2_end
4,60,3C,Blue,,32.05,3.8,2_end
4,60,3C,Blue,,29.67,2.1,2_end
4,60,3C,Blue,,32.29,4.3,2_end
4,60,3C,Blue,,33.82,3.3,2_end
4,60,3C,Blue,,35.94,2.9,2_end
4,60,3M,Red,,52.32,11.1,2_end
4,60,3M,Red,,48.26,8.2,2_end
4,60,3M,Red,,41.71,5.6,2_end
4,60,3M,Red,,62.81,12.6,2_end
4,60,3M,Red,,55.39,15.8,2_end
4,60,3M,Red,,39.78,5.9,2_end
4,60,3M,Red,,33.96,4.6,2_end
4,60,3M,Red,,60.24,16.5,2_end
4,60,3M,Red,,57.44,14.7,2_end
4,60,3M,Red,,44.54,8.1,2_end
4,60,3M,Red,,49.91,5.8,2_end
4,60,3M,Red,,60.52,14.2,2_end
4,60,3M,Red,,53.37,11,2_end
13,80,3C,Blue,,38.88,5.1,2_end
13,80,3C,Blue,,47.17,8.5,2_end
13,80,3C,Blue,,29.25,2.5,2_end
13,80,3C,Blue,,33.99,3.6,2_end
13,80,3C,Blue,,36.72,5.2,2_end
13,80,3C,Blue,,31.66,2.7,2_end
13,80,3C,Blue,,31.99,2.4,2_end
13,80,3C,Blue,,25.86,2,2_end
13,80,3C,Blue,,23.13,1.5,2_end
13,80,3C,Blue,,27.1,2.1,2_end
13,80,3C,Blue,,29.23,3.9,2_end
13,80,2M,Green,,29.97,1.7,2_end
13,80,2M,Green,,31.47,2.2,2_end
13,80,2M,Green,,43.86,6.4,2_end
13,80,2M,Green,,33.41,2.6,2_end
13,80,2M,Green,,37.98,4.5,2_end
13,80,2M,Green,,51.89,5.4,2_end
13,80,2M,Green,,25.08,2.1,2_end
13,80,2M,Green,,26.54,1.9,2_end
13,80,2M,Green,,26.15,2,2_end
13,80,2M,Green,,21.79,1,2_end
13,80,2M,Green,,35.33,3.7,2_end
13,80,2M,Green,,43.84,5.6,2_end
13,80,3M,Red,,28.72,2.4,2_end
13,80,3M,Red,,37.28,4.3,2_end
13,80,3M,Red,,42.1,6.8,2_end
13,80,3M,Red,,33.77,4.9,2_end
13,80,3M,Red,,35.54,3.7,2_end
13,80,3M,Red,,41.66,7.3,2_end
13,80,3M,Red,,31.17,3.7,2_end
13,80,3M,Red,,31.07,4.7,2_end
13,80,3M,Red,,55.15,10.4,2_end
13,80,3M,Red,,45.57,7.4,2_end
14,40,3M,Red,,50.34,7.6,2_end
14,40,3M,Red,,48.64,7.7,2_end
14,40,3M,Red,,40.12,6.5,2_end
14,40,3M,Red,,42.22,6.2,2_end
14,40,3M,Red,,47.03,10,2_end
14,40,3M,Red,,46.53,6.3,2_end
14,40,3M,Red,,50.08,5.7,2_end
14,40,3M,Red,,50.45,9.1,2_end
18,60,3C,Blue,,35.87,4.3,2_end
18,60,3C,Blue,,35.4,3.7,2_end
18,60,3C,Blue,,34.02,2.4,2_end
18,60,3C,Blue,,33.01,3.6,2_end
18,60,3C,Blue,,20.52,1.2,2_end
18,60,3C,Blue,,19.49,0.8,2_end
18,60,3C,Blue,,23.93,1.5,2_end
18,60,3C,Blue,,28.38,2.3,2_end
18,60,3C,Blue,,26.47,1.8,2_end
18,60,3C,Blue,,27.63,2.1,2_end
18,60,3C,Blue,,22.83,1.2,2_end
18,60,3C,Blue,,24.16,1.1,2_end
18,60,3C,Blue,,36.88,3.5,2_end
18,60,3C,Blue,,40.16,5.6,2_end
18,60,3C,Blue,,31.45,2.5,2_end
18,60,3M,Red,,43.37,8.9,2_end
18,60,3M,Red,,32.4,3.7,2_end
18,60,3M,Red,,38.76,3.8,2_end
18,60,3M,Red,,43.37,4.9,2_end
18,60,3M,Red,,34.98,5.8,2_end
18,60,3M,Red,,51.1,12.9,2_end
18,60,3M,Red,,39.94,6.8,2_end
18,60,3M,Red,,61.8,12.9,2_end
18,60,3M,Red,,32.9,3.3,2_end
18,60,3M,Red,,38.52,4.8,2_end
18,60,3M,Red,,51.14,10.9,2_end
18,60,3C,Blue,,29.58,2.8,2_end
18,60,3C,Blue,,25.53,1.7,2_end
18,60,3C,Blue,,26.85,2,2_end
18,60,3C,Blue,,26,2.3,2_end
18,60,3C,Blue,,28.16,2.6,2_end
18,60,3C,Blue,,26.68,1.9,2_end
18,60,3C,Blue,,28.41,1.9,2_end
18,60,3C,Blue,,22.56,1.1,2_end
18,60,3C,Blue,,43.47,6.4,2_end
18,60,3C,Blue,,25.27,1.8,2_end
18,60,3C,Blue,,15.54,0.6,2_end
18,60,3C,Blue,,38.92,4.4,2_end
18,60,3C,Blue,,19.55,1,2_end
18,60,3C,Blue,,22.85,1.7,2_end
18,60,3C,Blue,,22.4,0.9,2_end
3,100,3C,Blue,,22.7,1.1,2_end
3,100,3C,Blue,,20.94,0.9,2_end
3,100,3C,Blue,,23.69,1.8,2_end
3,100,3C,Blue,,23.81,1.3,2_end
3,100,3C,Blue,,26.24,1.1,2_end
3,100,3C,Blue,,25.57,1.5,2_end
3,100,3C,Blue,,37.39,3.2,2_end
3,100,3C,Blue,,22.45,1.3,2_end
3,100,3C,Blue,,24,1.5,2_end
3,100,3C,Blue,,25.88,1.4,2_end
3,100,3C,Blue,,24.15,1.7,2_end
3,100,3C,Blue,,30.94,2.1,2_end
3,100,3C,Blue,,19.83,0.9,2_end
3,100,3C,Blue,,25.74,1.4,2_end
3,100,3C,Blue,,26.44,1.4,2_end
3,100,3C,Blue,,22.72,1.2,2_end
3,100,3C,Blue,,28.32,1.6,2_end
3,100,3C,Blue,,23.64,1.2,2_end
3,100,3C,Blue,,21.57,0.9,2_end
3,100,3C,Blue,,19.23,1.7,2_end
3,100,3C,Blue,,22.68,1,2_end
3,100,3C,Blue,,23.8,1.1,2_end
3,100,3C,Blue,,23.32,1.3,2_end
3,100,3C,Blue,,21.68,1.5,2_end
3,100,3C,Blue,,25.31,1.4,2_end
3,100,3C,Blue,,20.94,1.2,2_end
3,100,3C,Blue,,21.56,1.2,2_end
3,100,3M,Red,,48.61,5.5,2_end
3,100,3M,Red,,25.96,2.6,2_end
3,100,3M,Red,,43.2,7.2,2_end
3,100,3M,Red,,27.86,2.8,2_end
3,100,3M,Red,,32.93,3.1,2_end
3,100,3M,Red,,35.57,3.8,2_end
3,100,3M,Red,,33.44,3,2_end
3,100,3M,Red,,41,3.9,2_end
3,100,3M,Red,,30.03,3.2,2_end
3,100,3M,Red,,37.92,5.8,2_end
3,100,3M,Red,,30.06,3.8,2_end
