Tank,Treatment,Ploidy,Tag colour,Tag num,Shell Height,Mass,Time
17,100,3M,,,68.62,17.366,2_end
12,100,3M,,,37.03,5.9421,2_end
11,80,2M,,,39.61,4.8253,2_end
13,80,3C,,,53.7,11.6505,2_end
13,80,2M,,,41.58,5.1668,2_end
1,80,3M,,,53.19,12.8702,2_end
11,80,3C,,,31.68,6.1821,2_end
1,80,2M,,,37.42,3.3817,2_end
11,80,3M,,,51.53,7.723,2_end
1,80,3C,,,49.37,9.8589,2_end
11,80,3C,,,39.16,5.5915,2_end
13,80,3M,,,57.03,12.921,2_end
13,80,2M,,,38.74,5.0449,2_end
1,80,2M,,,35.55,3.7609,2_end
13,80,3C,,,53.78,9.2538,2_end
13,80,3M,,,36.87,6.9949,2_end
1,80,3M,,,47.36,8.0704,2_end
11,80,2M,,,36.25,3.6541,2_end
11,80,3M,,,55.7,11.4069,2_end
1,80,3C,,,33.07,3.6235,2_end
1,80,3M,,,43.91,8.4101,2_end
1,80,2M,,,38.87,4.9748,2_end
11,80,2M,,,46.78,4.8722,2_end
13,80,3C,,,49.91,8.3615,2_end
11,80,3C,,,37.42,3.6637,2_end
13,80,3M,,,48.2,6.9085,2_end
13,80,3C,,,45.01,6.5859,2_end
1,80,3M,,,50.96,8.2792,2_end
11,80,3M,,,56.81,13.3991,2_end
11,80,2M,,,39.81,5.1314,2_end
1,80,3C,,,29.33,4.3244,2_end
13,80,2M,,,33.74,3.9349,2_end
11,80,3M,,,NA,4.1871,2_end
1,80,2M,,,28.48,2.0227,2_end
1,80,3C,,,25,2.464,2_end
13,80,2M,,,29.69,2.6771,2_end
13,80,3M,,,35.07,3.6439,2_end
11,80,3C,,,31.13,3.5679,2_end
11,80,3M,,,53.85,9.9647,2_end
11,80,2M,,,39,3.6929,2_end
13,80,2M,,,30.1,3.2311,2_end
1,80,3M,,,50.38,8.6135,2_end
13,80,3C,,,39.49,4.6404,2_end
1,80,3C,,,40.06,4.2154,2_end
11,80,3C,,,40.19,4.7701,2_end
13,80,2M,,,51.28,8.2855,2_end
1,80,2M,,,45.65,3.9264,2_end
1,80,3C,,,26.93,2.5683,2_end
13,80,3M,,,29.46,4.9226,2_end
11,80,3M,,,39.32,6.0841,2_end
11,80,3C,,,47.68,8.2065,2_end
1,80,3M,,,38.18,4.7453,2_end
13,80,3M,,,39.72,6.3072,2_end
1,80,2M,,,45.39,4.9249,2_end
13,80,3C,,,33.03,4.2001,2_end
11,80,2M,,,38.28,5.6092,2_end
13,80,3M,,,38.56,5.4213,2_end
11,80,3C,,,31.53,2.2335,2_end
1,80,2M,,,32.77,2.5062,2_end
13,80,2M,,,31.08,2.8304,2_end
11,80,3M,,,28.5,2.4936,2_end
1,80,3C,,,30.2,3.7589,2_end
11,80,2M,,,31.4,4.0033,2_end
1,80,3M,,,30.35,3.6244,2_end
13,80,2M,,,35.86,6.1298,2_end
11,80,3C,,,24.26,4.1284,2_end
1,80,2M,,,45.93,4.7931,2_end
13,80,3C,,,32.32,3.4685,2_end
11,80,2M,,,30.67,2.8031,2_end
11,80,3C,,,41.13,5.4313,2_end
1,80,3C,,,43.25,7.5196,2_end
1,80,3M,,,47.66,6.8818,2_end
13,80,3C,,,31.4,3.1416,2_end
13,80,3M,,,32.53,4.7333,2_end
4,60,3M,,,46.72,8.6445,2_end
18,60,3C,,,35.2,3.7301,2_end
14,60,3C,,,41.14,8.2174,2_end
14,60,2M,,,30.03,2.1701,2_end
4,60,2M,,,45.58,6.9201,2_end
14,60,3M,,,42.25,5.9686,2_end
18,60,3C,,,34.01,3.29,2_end
4,60,3C,,,37.97,4.8804,2_end
18,60,3M,,,33.34,4.4002,2_end
14,60,2M,,,40.55,3.3782,2_end
4,60,2M,,,38.05,3.2256,2_end
14,60,2M,,,42.39,4.8737,2_end
4,60,3C,,,28.06,3.4114,2_end
18,60,3C,,,46.16,8.7764,2_end
4,60,3M,,,35.82,4.1072,2_end
18,60,3M,,,42.46,7.4473,2_end
14,60,3C,,,32.41,2.5134,2_end
14,60,3M,,,42.45,7.1579,2_end
18,60,3M,,,44.77,9.2998,2_end
18,60,3C,,,48.06,8.3753,2_end
4,60,3C,,,53.13,10.5935,2_end
4,60,3M,,,58.46,12.5239,2_end
14,60,3C,,,42.62,6.641,2_end
18,60,3C,,,31.53,5.0379,2_end
4,60,3M,,,52.63,6.5333,2_end
18,60,3C,,,35.12,4.0757,2_end
14,60,2M,,,28.81,2.3108,2_end
4,60,2M,,,47.48,6.7944,2_end
14,60,3M,,,36.71,5.45,2_end
14,60,3C,,,40.75,5.7968,2_end
4,60,2M,,,35.39,3.7609,2_end
14,60,2M,,,37.28,3.3901,2_end
18,60,3M,,,32.66,3.0952,2_end
18,60,3M,,,35.58,4.9354,2_end
4,60,3C,,,38.75,4.0769,2_end
18,60,3M,,,42.87,6.762,2_end
4,60,3C,,,35.48,4.2848,2_end
18,60,3C,,,41.12,7.6298,2_end
4,60,2M,,,35.76,3.3391,2_end
14,60,3M,,,41.57,3.4132,2_end
4,60,2M,,,55.29,9.1639,2_end
18,60,3M,,,52.58,9.4188,2_end
14,60,3C,,,33.81,3.8009,2_end
4,60,3M,,,47.21,10.2391,2_end
18,60,3C,,,37.43,6.0655,2_end
14,60,2M,,,39.21,2.6726,2_end
18,60,3M,,,32.39,4.2801,2_end
14,60,2M,,,33.65,3.2074,2_end
18,60,3M,,,28.97,3.7254,2_end
4,60,3C,,,32.47,3.9557,2_end
18,60,3C,,,31.65,3.1885,2_end
18,60,3C,,,38.59,5.4012,2_end
18,60,2M,,,36.49,4.9187,2_end
4,60,3C,,,35.62,4.0681,2_end
4,60,3M,,,40.25,6.5074,2_end
14,60,3C,,,30.41,3.0771,2_end
14,60,2M,,,37.46,4.1604,2_end
4,60,2M,,,36.68,4.2286,2_end
4,60,3M,,,44.35,7.0155,2_end
14,60,3M,,,37.56,6.4376,2_end
14,60,2M,,,31.5,2.8464,2_end
14,60,2M,,,29.23,2.2716,2_end
16,40,2M,,,36.95,4.1139,2_end
16,40,3C,,,53.45,10.4228,2_end
10,40,3M,,,55.15,9.6915,2_end
2,40,3M,,,44.69,8.1085,2_end
10,40,2M,,,48.56,6.5341,2_end
2,40,3C,,,47.67,7.9352,2_end
2,40,2M,,,42.44,3.8828,2_end
16,40,2M,,,39.38,4.1326,2_end
2,40,3C,,,36.96,4.4316,2_end
10,40,3C,,,44.35,5.7475,2_end
10,40,3M,,,42.83,4.7254,2_end
16,40,3M,,,43.27,5.706,2_end
10,40,2M,,,35.29,3.71,2_end
16,40,3M,,,32.56,3.7805,2_end
2,40,2M,,,35.71,2.9467,2_end
2,40,3M,,,38.49,5.821,2_end
10,40,3C,,,30.69,2.9224,2_end
16,40,3C,,,39.04,4.115,2_end
16,40,2M,,,33.12,3.0563,2_end
16,40,3C,,,38.23,2.9105,2_end
10,40,3M,,,36.87,7.0138,2_end
10,40,2M,,,42.18,3.4986,2_end
2,40,3C,,,50.87,5.2465,2_end
2,40,3M,,,34.07,5.7962,2_end
2,40,3C,,,44.18,6.6791,2_end
10,40,3M,,,42.01,5.597,2_end
16,40,3C,,,53.32,9.6934,2_end
10,40,2M,,,45.49,6.6817,2_end
16,40,2M,,,45.26,6.3193,2_end
2,40,3M,,,44.73,9.5996,2_end
16,40,3M,,,36.1,4.6236,2_end
10,40,3C,,,42.94,5.8946,2_end
2,40,2M,,,39.29,5.8779,2_end
2,40,2M,,,47.63,6.1119,2_end
10,40,3C,,,30.05,2.7902,2_end
16,40,3M,,,42.01,9.0838,2_end
20,20,3M,,,41.75,6.4776,2_end
20,20,3C,,,38.2,4.9878,2_end
9,20,3C,,,45.92,8.4803,2_end
9,20,2M,,,50.98,8.4647,2_end
15,20,2M,,,36.14,3.5504,2_end
15,20,3M,,,50.06,11.8762,2_end
9,20,2M,,,43.54,4.6298,2_end
15,20,3C,,,35.57,5.388,2_end
15,20,3M,,,38.23,4.4475,2_end
20,20,3C,,,43.22,4.6845,2_end
20,20,2M,,,36.47,5.3472,2_end
20,20,2M,,,48.51,6.7866,2_end
15,20,3M,,,56.2,11.6881,2_end
9,20,2M,,,40.07,6.8067,2_end
9,20,3M,,,49.67,10.4023,2_end
20,20,3M,,,45.52,5.4336,2_end
15,20,3C,,,48.98,7.4441,2_end
15,20,2M,,,39.68,3.9542,2_end
15,20,3C,,,38.97,5.7618,2_end
9,20,3C,,,42.68,6.0593,2_end
20,20,2M,,,39.08,3.2837,2_end
9,20,3M,,,40.89,6.5359,2_end
20,20,3M,,,40.57,5.6626,2_end
20,20,3C,,,35.77,3.7373,2_end
15,20,3M,,,41.97,5.6206,2_end
9,20,2M,,,32.96,2.7357,2_end
20,20,3C,,,40.57,4.6353,2_end
9,20,3C,,,43.61,6.1229,2_end
15,20,2M,,,49.58,6.9893,2_end
15,20,3C,,,49.48,13.1351,2_end
20,20,3C,,,34.6,3.7696,2_end
20,20,3M,,,42.55,6.5264,2_end
15,20,2M,,,44.29,5.2711,2_end
9,20,3C,,,39.52,2.898,2_end
9,20,3M,,,43.58,7.416,2_end
20,20,2M,,,53.37,5.8286,2_end
9,20,3C,,,50.84,4.5191,2_end
9,20,2M,,,42.33,4.6953,2_end
15,20,3C,,,42.92,8.0036,2_end
15,20,3M,,,34.05,6.5477,2_end
20,20,3M,,,46.26,12.6785,2_end
20,20,3C,,,36.01,4.3232,2_end
9,20,3M,,,46.74,7.9174,2_end
15,20,2M,,,34.3,3.0307,2_end
20,20,3M,,,49.06,10.2501,2_end
9,20,2M,,,39.66,4.2574,2_end
15,20,3C,,,34.76,4.4991,2_end
9,20,3C,,,36.69,5.5152,2_end
20,20,2M,,,33.48,2.5649,2_end
9,20,3M,,,38.92,4.3589,2_end
15,20,2M,,,41.97,4.317,2_end
20,20,3C,,,28.84,2.6258,2_end
15,20,3M,,,37.91,5.4078,2_end
9,20,3C,,,39.36,3.592,2_end
20,20,2M,,,26.29,1.7301,2_end
9,20,3M,,,49.06,6.0749,2_end
15,20,3M,,,31.2,3.9539,2_end
20,20,3C,,,28.4,2.3883,2_end
15,20,2M,,,36.23,2.8519,2_end
15,20,3M,,,26.95,2.4353,2_end
15,20,3C,,,31.09,2.597,2_end
20,20,2M,,,31.4,2.9594,2_end
20,20,3M,,,27.77,3.1136,2_end
9,20,3C,,,29.98,3.7229,2_end
15,20,3C,,,33.72,2.3391,2_end
15,20,3C,,,42.36,8.3365,2_end
20,20,3C,,,36.22,3.9065,2_end
15,20,3M,,,33.02,4.1824,2_end
20,20,2M,,,41.06,4.1233,2_end
9,20,3M,,,51.67,8.2274,2_end
1,80,3M,Red,,42.95,7,2_end
1,80,3M,Red,,39.49,7.2,2_end
1,80,3M,Red,,35.28,4.7,2_end
1,80,3M,Red,,47.64,12.3,2_end
1,80,3M,Red,,30.16,3.2,2_end
1,80,3M,Red,,45.58,8.1,2_end
1,80,3C,Blue,,25.05,1.8,2_end
1,80,3C,Blue,,27.46,1.9,2_end
1,80,3C,Blue,,29.59,3.2,2_end
1,80,3C,Blue,,23.24,1.1,2_end
1,80,3C,Blue,,28.05,3.4,2_end
1,80,2M,Green,,33.6,2.9,2_end
1,80,2M,Green,,32.09,3.9,2_end
1,80,2M,Green,,42.89,4.3,2_end
1,80,2M,Green,,25.97,2.2,2_end
1,80,2M,Green,,34.48,3.4,2_end
11,80,3M,Red,,37.11,5.6,2_end
11,80,3M,Red,,43.72,7.2,2_end
11,80,3M,Red,,48.13,6.3,2_end
11,80,3M,Red,,37.92,4.3,2_end
11,80,3M,Red,,48.26,8.1,2_end
11,80,3C,Blue,,34.86,3.8,2_end
11,80,3C,Blue,,22.82,1.3,2_end
11,80,3C,Blue,,25.72,2.4,2_end
11,80,3C,Blue,,30.6,4.1,2_end
11,80,3C,Blue,,34.97,4.2,2_end
11,80,2M,Green,,37.78,4.4,2_end
11,80,2M,Green,,34.36,3.9,2_end
11,80,2M,Green,,28.61,2.6,2_end
11,80,2M,Green,,26.56,1.8,2_end
11,80,2M,Green,,31.16,2.9,2_end
1,80,3M,Red,,31.9,5.1,2_end
1,80,3M,Red,,39.08,4.7,2_end
1,80,3M,Red,,37.33,3,2_end
1,80,3M,Red,,34.71,4.3,2_end
1,80,3M,Red,,36.39,4.9,2_end
1,80,3M,Red,,24.68,2.3,2_end
1,80,3C,Blue,,27.56,2.5,2_end
1,80,3C,Blue,,26.85,1.4,2_end
1,80,3C,Blue,,30.79,3.5,2_end
1,80,3C,Blue,,21.7,1.4,2_end
1,80,3C,Blue,,21.95,1.3,2_end
1,80,3C,Blue,,22.14,1.2,2_end
1,80,2M,Green,,34.13,2.7,2_end
1,80,2M,Green,,27.07,2.2,2_end
1,80,2M,Green,,30.59,1.8,2_end
1,80,2M,Green,,24.19,1.7,2_end
1,80,2M,Green,,22.6,1.2,2_end
1,80,2M,Green,,27.08,1.9,2_end
13,80,2M,Green,,54.26,6.4,2_end
13,80,2M,Green,,31.08,2.6,2_end
13,80,2M,Green,,33.63,3.3,2_end
13,80,2M,Green,,31.5,3.4,2_end
13,80,2M,Green,,22.06,1.5,2_end
13,80,3C,Blue,,35.68,3.4,2_end
13,80,3C,Blue,,34.15,3.7,2_end
13,80,3C,Blue,,42.1,5,2_end
13,80,3C,Blue,,41.45,6.6,2_end
13,80,3C,Blue,,27.76,2.9,2_end
11,80,3M,Red,,53.93,9.7,2_end
11,80,3M,Red,,52.56,7.6,2_end
11,80,3M,Red,,34.19,5.3,2_end
11,80,3M,Red,,41.14,7.7,2_end
11,80,3M,Red,,44,7.5,2_end
11,80,3C,Blue,,31.6,3.2,2_end
11,80,3C,Blue,,34.75,3.8,2_end
11,80,3C,Blue,,33.26,4.8,2_end
11,80,3C,Blue,,35.22,3.2,2_end
11,80,3C,Blue,,35.84,3.6,2_end
11,80,3C,Blue,,26.17,2.4,2_end
11,80,2M,Green,,56.31,7.2,2_end
11,80,2M,Green,,38.5,4.4,2_end
11,80,2M,Green,,34.89,7.2,2_end
11,80,2M,Green,,35.85,3.7,2_end
11,80,2M,Green,,23.06,1.3,2_end
13,80,3M,Red,,58.98,10.7,2_end
13,80,3M,Red,,51.26,9.6,2_end
13,80,3M,Red,,49.67,9.2,2_end
13,80,3M,Red,,,10,2_end
13,80,3M,Red,,,4.3,2_end
13,80,3M,Red,,46.33,9.6,2_end
13,80,3M,Red,,45.44,7,2_end
13,80,3M,Red,,49.32,11.4,2_end
13,80,3M,Red,,39.09,5.9,2_end
13,80,3M,Red,,50.33,9.9,2_end
13,80,3M,Red,,41.72,8.2,2_end
13,80,3C,Blue,,34.51,3.5,2_end
13,80,3C,Blue,,37.19,3.9,2_end
13,80,3C,Blue,,35.03,3.1,2_end
13,80,3C,Blue,,30.57,3.2,2_end
13,80,3C,Blue,,47.24,6.7,2_end
13,80,3C,Blue,,41.48,10.8,2_end
13,80,2M,Green,,48.13,7.6,2_end
13,80,2M,Green,,46.98,4.6,2_end
13,80,2M,Green,,41.05,7.4,2_end
13,80,2M,Green,,28.69,2.4,2_end
13,80,2M,Green,,32.18,2.6,2_end
13,80,2M,Green,,39.42,4.1,2_end
4,60,3M,Red,,35.07,4.8,2_end
4,60,3M,Red,,40.9,6.6,2_end
4,60,3M,Red,,46.31,6.7,2_end
4,60,3M,Red,,47.58,7.6,2_end
4,60,3M,Red,,34,4,2_end
4,60,3C,Blue,,30.92,2.6,2_end
4,60,3C,Blue,,46.08,7.8,2_end
4,60,3C,Blue,,30.92,2.3,2_end
4,60,3C,Blue,,33.21,3.2,2_end
4,60,3C,Blue,,27.77,2.4,2_end
4,60,2M,Green,,46.89,4.5,2_end
4,60,2M,Green,,38.3,3.2,2_end
4,60,2M,Green,,33.96,3.1,2_end
4,60,2M,Green,,27.14,1.9,2_end
4,60,2M,Green,,37.69,4,2_end
18,60,3M,Red,,56.01,12.7,2_end
18,60,3M,Red,,51.58,11.5,2_end
18,60,3M,Red,,28.97,1.9,2_end
18,60,3M,Red,,40.07,7.2,2_end
18,60,3M,Red,,41.76,8.6,2_end
18,60,3C,Blue,,37.23,3.8,2_end
18,60,3C,Blue,,21.89,1.3,2_end
18,60,3C,Blue,,35.61,4.4,2_end
18,60,3C,Blue,,34.19,4.2,2_end
18,60,3C,Blue,,32.15,2.7,2_end
18,60,3C,Blue,,47.89,7.9,2_end
18,60,3C,Blue,,25.67,1.9,2_end
18,60,3C,Blue,,29.76,2.8,2_end
18,60,3C,Blue,,28.8,3.4,2_end
18,60,3C,Blue,,40.65,6.1,2_end
18,60,3C,Blue,,32.47,3.2,2_end
18,60,3C,Blue,,25.97,1.9,2_end
18,60,3C,Blue,,23.95,1.8,2_end
18,60,3C,Blue,,37.3,4.6,2_end
18,60,3C,Blue,,17.76,1.3,2_end
18,60,3C,Blue,,31.82,2.7,2_end
18,60,3C,Blue,,18.98,0.9,2_end
18,60,3C,Blue,,23.38,1.6,2_end
18,60,3C,Blue,,25.99,1.7,2_end
18,60,3C,Blue,,30.15,2.5,2_end
18,60,3M,Red,,34.26,4.5,2_end
18,60,3M,Red,,56.7,7.8,2_end
18,60,3M,Red,,30.65,3.3,2_end
18,60,3M,Red,,46.66,7.1,2_end
18,60,3M,Red,,34.15,3.5,2_end
14,60,3M,Red,,40.22,6.5,2_end
14,60,3M,Red,,48.12,8.3,2_end
14,60,3M,Red,,44.48,10.5,2_end
14,60,3M,Red,,42.48,9.3,2_end
14,60,3M,Red,,44.72,5.2,2_end
4,60,3M,Red,,39.53,5.2,2_end
4,60,3M,Red,,28.96,2.9,2_end
4,60,3M,Red,,36.44,3.8,2_end
4,60,3M,Red,,39.43,7.6,2_end
4,60,3M,Red,,62.24,19.7,2_end
4,60,3C,Blue,,52.25,8.3,2_end
4,60,3C,Blue,,28.04,2,2_end
4,60,3C,Blue,,37.63,3.5,2_end
4,60,3C,Blue,,31.06,2.9,2_end
4,60,3C,Blue,,32.24,2.8,2_end
4,60,2M,Green,,31.65,3.4,2_end
4,60,2M,Green,,30.87,2.8,2_end
4,60,2M,Green,,28.6,2.3,2_end
4,60,2M,Green,,31.38,1.9,2_end
4,60,2M,Green,,54.85,10.1,2_end
14,60,3C,Blue,,23.83,2.1,2_end
14,60,3C,Blue,,35.53,3.3,2_end
14,60,3C,Blue,,40.96,4.1,2_end
14,60,3C,Blue,,27.66,2.5,2_end
14,60,3C,Blue,,16.33,0.7,2_end
14,60,2M,Green,,21.23,1.2,2_end
14,60,2M,Green,,24.23,1.7,2_end
14,60,2M,Green,,23.56,1.5,2_end
14,60,2M,Green,,18.35,0.7,2_end
14,60,3C,Blue,,21.2,1.4,2_end
14,60,3C,Blue,,23.08,1.1,2_end
14,60,3C,Blue,,22.14,1.1,2_end
14,60,2M,Green,,23.78,1.1,2_end
14,60,2M,Green,,31.29,2.1,2_end
14,60,2M,Green,,25.5,1.4,2_end
14,60,2M,Green,,25.72,0.8,2_end
14,60,3M,Red,,32.95,4.8,2_end
14,60,3M,Red,,53.84,11.3,2_end
14,60,3M,Red,,44.27,7.7,2_end
14,60,3M,Red,,57.54,9,2_end
14,60,3M,Red,,58.59,14.8,2_end
2,40,3C,Blue,,50.84,10.7,2_end
2,40,3C,Blue,,29.11,2.2,2_end
2,40,3C,Blue,,33.15,2.9,2_end
2,40,3C,Blue,,29.69,2.5,2_end
2,40,3C,Blue,,28.71,3.1,2_end
2,40,3M,Red,,28.11,2.4,2_end
2,40,3M,Red,,26.37,2.9,2_end
2,40,3M,Red,,37.64,6.1,2_end
2,40,3M,Red,,33.68,4.2,2_end
2,40,3M,Red,,38.28,5.6,2_end
2,40,2M,Green,,42.33,5.2,2_end
2,40,2M,Green,,42.96,5.6,2_end
2,40,2M,Green,,43.55,6.5,2_end
2,40,2M,Green,,29.62,3.8,2_end
2,40,2M,Green,,26.72,1.8,2_end
10,40,3C,Blue,,22.76,1.6,2_end
10,40,3C,Blue,,25.72,1.8,2_end
10,40,3C,Blue,,21.28,0.8,2_end
10,40,3C,Blue,,41.17,4.8,2_end
10,40,3C,Blue,,24.39,2.9,2_end
10,40,2M,Green,,40.93,4,2_end
10,40,2M,Green,,23.2,1.4,2_end
10,40,2M,Green,,33.17,2.8,2_end
10,40,2M,Green,,28.78,1.5,2_end
10,40,2M,Green,,26.43,2.5,2_end
10,40,3M,Red,,31.28,3.5,2_end
10,40,3M,Red,,53.54,10.2,2_end
10,40,3M,Red,,34.79,4.6,2_end
10,40,3M,Red,,40.17,3.9,2_end
10,40,3M,Red,,40.88,7.1,2_end
16,40,3C,Blue,,38.66,5.8,2_end
16,40,3C,Blue,,34.19,2.7,2_end
16,40,3C,Blue,,28.33,2.3,2_end
16,40,3C,Blue,,39.24,7.6,2_end
16,40,3C,Blue,,32.36,3.4,2_end
16,40,3M,Red,,38.68,4.1,2_end
16,40,3M,Red,,52.52,10.6,2_end
16,40,3M,Red,,36.06,6.2,2_end
16,40,3M,Red,,41.09,5,2_end
16,40,3M,Red,,37.54,7.8,2_end
16,40,2M,Green,,35.61,3.3,2_end
16,40,2M,Green,,23.59,1.1,2_end
16,40,2M,Green,,30.38,3.7,2_end
16,40,2M,Green,,25.32,1.5,2_end
16,40,2M,Green,,39.5,3.8,2_end
9,20,3C,Blue,,2.13,4.4,2_end
9,20,3C,Blue,,28.25,2.2,2_end
9,20,3C,Blue,,29.92,2.5,2_end
9,20,3C,Blue,,33.78,3.4,2_end
9,20,3C,Blue,,51.03,12.7,2_end
9,20,3M,Red,,25.12,2,2_end
9,20,3M,Red,,59.2,13,2_end
9,20,3M,Red,,43.25,8.9,2_end
9,20,3M,Red,,44.11,8.2,2_end
9,20,3M,Red,,44.11,5.5,2_end
9,20,2M,Green,,43.49,6.7,2_end
9,20,2M,Green,,40.58,4.7,2_end
9,20,2M,Green,,38.86,4.1,2_end
9,20,2M,Green,,37.36,3.8,2_end
9,20,2M,Green,,36.24,3.8,2_end
20,20,3C,Blue,,39.9,4.1,2_end
20,20,3C,Blue,,30.37,2.6,2_end
20,20,3C,Blue,,27.06,2.3,2_end
20,20,3C,Blue,,34.45,4,2_end
20,20,3C,Blue,,31.76,3.1,2_end
20,20,3M,Red,,29.88,3.3,2_end
20,20,3M,Red,,35.72,3.8,2_end
20,20,3M,Red,,34.99,3.4,2_end
20,20,3M,Red,,39.12,4.4,2_end
20,20,3M,Red,,51.06,11.1,2_end
20,20,2M,Green,,28.17,1.8,2_end
20,20,2M,Green,,33.12,2.2,2_end
20,20,2M,Green,,27.05,1.1,2_end
20,20,2M,Green,,24.01,2.3,2_end
20,20,2M,Green,,40.94,4.2,2_end
15,20,3M,Red,,32.03,4.6,2_end
15,20,3M,Red,,39.42,5.9,2_end
15,20,3M,Red,,35.83,4.4,2_end
15,20,3M,Red,,27.11,3.7,2_end
15,20,3M,Red,,57.65,12.9,2_end
15,20,3C,Blue,,32.96,3,2_end
15,20,3C,Blue,,35.26,3.2,2_end
15,20,3C,Blue,,39.82,5.5,2_end
15,20,3C,Blue,,35.26,4.7,2_end
15,20,3C,Blue,,37.11,9.9,2_end
15,20,2M,Green,,38.83,4.1,2_end
15,20,2M,Green,,38.51,4.4,2_end
15,20,2M,Green,,27.43,1.9,2_end
15,20,2M,Green,,28.61,2.4,2_end
15,20,2M,Green,,43.43,5.4,2_end
9,20,3M,Red,,56.64,9.9,2_end
9,20,3M,Red,,41.43,5.6,2_end
9,20,3M,Red,,37.55,3.9,2_end
9,20,3M,Red,,42.47,4.9,2_end
9,20,3M,Red,,44.15,6.4,2_end
9,20,2M,Green,,22.74,1.5,2_end
9,20,2M,Green,,26.02,1.8,2_end
9,20,2M,Green,,27.36,2.1,2_end
9,20,2M,Green,,26.91,1.8,2_end
9,20,2M,Green,,33.81,3.5,2_end
9,20,3C,Blue,,34.32,3.1,2_end
9,20,3C,Blue,,25.14,1.9,2_end
9,20,3C,Blue,,27.13,1.9,2_end
9,20,3C,Blue,,28.45,3.5,2_end
9,20,3C,Blue,,26.32,1.9,2_end
15,20,3M,Red,,39.36,4.8,2_end
15,20,3M,Red,,37.99,4.8,2_end
15,20,3M,Red,,52.87,9.5,2_end
15,20,3M,Red,,36.98,6,2_end
15,20,3M,Red,,37.96,5.2,2_end
15,20,3C,Blue,,22.01,1.5,2_end
15,20,3C,Blue,,30.29,2.9,2_end
15,20,3C,Blue,,29.63,2.3,2_end
15,20,3C,Blue,,28.23,2.4,2_end
15,20,3C,Blue,,32.94,2.8,2_end
15,20,2M,Green,,26.57,1.3,2_end
15,20,2M,Green,,29.95,2.4,2_end
15,20,2M,Green,,28.02,2.8,2_end
15,20,2M,Green,,34.6,4.4,2_end
15,20,2M,Green,,25.37,1.9,2_end
20,20,3M,Red,,45.73,8.4,2_end
20,20,3M,Red,,44.58,7.5,2_end
20,20,3M,Red,,42.73,9.2,2_end
20,20,3M,Red,,36.8,5.2,2_end
20,20,3M,Red,,32.75,4.6,2_end
20,20,3C,Blue,,26.74,2.1,2_end
20,20,3C,Blue,,20.21,0.8,2_end
20,20,3C,Blue,,29.8,2.9,2_end
20,20,3C,Blue,,22.68,1.5,2_end
20,20,3C,Blue,,29.8,2.9,2_end
20,20,2M,Green,,32.74,2.5,2_end
20,20,2M,Green,,35.16,2.7,2_end
20,20,2M,Green,,21.97,1.3,2_end
20,20,2M,Green,,34.74,2.5,2_end
20,20,2M,Green,,26.14,1.8,2_end
