,Treatment,Probe,Run,probe,rate,run,Respirometry.number,Date,Time,Tank,Colour,file.letter,Notes.druing.run,Notes.during.processing,Mass,bgrd,bgrdcorrectedrate,mass_corected_rate,HS,Treatment
136,500HS,8,33,8,-0.479652798,33,213,11232023,1520,15HS,Blue,h,,,0.3221,-0.115817107,-0.363835691,1.129573708,HS,500
137,500HS,9,31,9,-0.183945687,31,200,11232023,1300,9HS,Red,f,,,0.0651,-0.115817107,-0.06812858,1.046521969,HS,500
138,500HS,2,29,2,-0.131520249,29,181,11232023,1107,2HS,Blue,d,,,0.2957,-0.115817107,-0.015703142,0.053104979,HS,500
139,500HS,5,33,5,-0.023454517,33,211,11232023,1520,NO,NO,h,,,NA,-0.115817107,0.09236259,NA,HS,500
140,500HS,9,33,9,-0.205758003,33,214,11232023,1520,15HS,Blue,h,,,0.2444,-0.115817107,-0.089940896,0.36800694,HS,500
141,500HS,8,31,8,-0.179749251,31,199,11232023,1300,2HS,Green,f,,,0.2996,-0.115817107,-0.063932144,0.21339167,HS,500
142,500HS,2,31,2,-1.066201678,31,195,11232023,1300,15HS,Blue,f,,,0.5269,-0.115817107,-0.950384571,1.803728547,HS,500
143,500HS,1,29,1,-0.152664531,29,180,11232023,1107,2HS,Red,d,,,0.254,-0.115817107,-0.036847424,0.145068599,HS,500
144,500HS,2,33,2,-0.177893539,33,209,11232023,1520,2HS,Green,h,,,0.2189,-0.115817107,-0.062076432,0.283583519,HS,500
145,500HS,9,32,9,-0.195859485,32,207,11232023,1420,2HS,Red,g,,,0.2084,-0.115817107,-0.080042378,0.38408051,HS,500
146,500HS,1,31,1,-0.171569889,31,194,11232023,1300,15HS,Red,f,,,0.4272,-0.115817107,-0.055752782,0.130507449,HS,500
147,500HS,8,30,8,-0.821870836,30,192,11232023,1210,2HS,Red,e,,,0.4938,-0.115817107,-0.706053729,1.429837443,HS,500
148,500HS,9,30,9,-0.267533629,30,193,11232023,1210,2HS,Green,e,,,0.5591,-0.115817107,-0.151716522,0.271358473,HS,500
149,500HS,5,31,5,-0.268396389,31,197,11232023,1300,15HS,Green,f,,,0.2219,-0.115817107,-0.152579282,0.687603795,HS,500
150,500HS,5,32,5,-0.317394001,32,204,11232023,1420,15HS,Red,g,,,0.1702,-0.115817107,-0.201576894,1.18435308,HS,500
151,500HS,4,30,4,-0.096241167,30,189,11232023,1210,9HS,Blue,e,,,0.1749,-0.115817107,0.01957594,0,HS,500
152,500HS,7,31,7,-0.284045492,31,198,11232023,1300,2HS,Blue,f,,,0.4962,-0.115817107,-0.168228385,0.339033424,HS,500
153,500HS,2,30,2,-0.192124231,30,188,11232023,1210,15HS,Green,e,,,0.5255,-0.115817107,-0.076307124,0.145208609,HS,500
154,500HS,7,30,7,-0.232111361,30,191,11232023,1210,9HS,Blue,e,,,0.057,-0.115817107,-0.116294254,2.040250074,HS,500
155,500HS,4,32,4,-0.15744193,32,203,11232023,1420,15HS,Green,g,,,0.2057,-0.115817107,-0.041624823,0.202356943,HS,500
156,500HS,1,32,1,-0.188356705,32,201,11232023,1420,15HS,Blue,g,,,0.2427,-0.115817107,-0.072539598,0.29888586,HS,500
157,500HS,8,29,8,-0.140970054,29,185,11232023,1107,9HS,Blue,d,,,0.3795,-0.115817107,-0.025152947,0.066279176,HS,500
158,500HS,5,29,5,-0.182839802,29,183,11232023,1107,15HS,Green,d,,,0.5039,-0.115817107,-0.067022695,0.133007929,HS,500
159,500HS,8,32,8,-0.162992951,32,206,11232023,1420,2HS,Green,g,,,0.3355,-0.115817107,-0.047175844,0.140613545,HS,500
160,500HS,7,33,7,-0.231001972,33,212,11232023,1520,2HS,Blue,h,,,0.1613,-0.115817107,-0.115184865,0.714103318,HS,500
161,500HS,4,33,4,-0.209009177,33,210,11232023,1520,2HS,Red,h,,,0.1343,-0.115817107,-0.09319207,0.693909681,HS,500
162,500HS,7,32,7,-0.255025306,32,205,11232023,1420,2HS,Blue,g,,,0.1918,-0.115817107,-0.139208199,0.725798745,HS,500
163,750,1,39,1,-0.240010682,39,250,11242023,1110,7,Blue,b,,,0.2133,-0.069353144,-0.170657538,0.800082224,NOHS,750
164,750,2,37,2,-0.384287554,37,237,11232023,1945,1,Blue,k,,,0.3003,-0.069353144,-0.31493441,1.048732635,NOHS,750
165,750,8,37,8,-0.343216056,37,241,11232023,1945,7,Red,k,,,0.3608,-0.069353144,-0.273862912,0.759043549,NOHS,750
166,750,1,38,1,-0.111550519,38,243,11242023,1000,12,Blue,a,,,0.2527,-0.069353144,-0.042197375,0.166986052,NOHS,750
167,750,9,38,9,-0.189050937,38,249,11242023,1000,1,Green,a,Skip first 5 mins,,0.2425,-0.069353144,-0.119697793,0.493599148,NOHS,750
168,750,1,35,1,-0.076506373,35,222,11232023,1740,12,Blue,i,,,0.2444,-0.069353144,-0.007153229,0.029268532,NOHS,750
169,750,1,36,1,-0.152842991,36,229,11232023,1830,7,Red,j,,,0.2515,-0.069353144,-0.083489847,0.331967584,NOHS,750
170,750,9,37,9,-1.196871696,37,242,11232023,1945,7,Green,k,,,0.6129,-0.069353144,-1.127518552,1.839645215,NOHS,750
171,750,7,35,7,-0.092835155,35,226,11232023,1740,12,Green,i,,,0.3295,-0.069353144,-0.023482011,0.071265588,NOHS,750
172,750,8,38,8,-0.105205895,38,248,11242023,1000,1,Red,a,Skip first 5 mins,,0.2483,-0.069353144,-0.035852751,0.144392877,NOHS,750
173,750,2,38,2,-0.317215024,38,244,11242023,1000,12,Green,a,Skip first 5 mins,,0.2101,-0.069353144,-0.24786188,1.179732891,NOHS,750
174,750,2,36,2,-0.09593829,36,230,11232023,1830,7,Red,j,,,0.3503,-0.069353144,-0.026585146,0.07589251,NOHS,750
175,750,7,39,7,-0.125286118,39,254,11242023,1110,1,Blue,b,,,0.1647,-0.069353144,-0.055932974,0.339605187,NOHS,750
176,750,1,37,1,-0.104962586,37,236,11232023,1945,1,Red,k,,,0.2869,-0.069353144,-0.035609442,0.124117959,NOHS,750
177,750,9,34,9,-0.29926878,34,221,11232023,1620,1,Red,i,,,0.2359,-0.069353144,-0.229915636,0.974631778,NOHS,750
178,750,2,39,2,-0.260311123,39,251,11242023,1110,7,Blue,b,,,0.2009,-0.069353144,-0.190957979,0.95051259,NOHS,750
179,750,4,34,4,-0.268156018,34,217,11232023,1620,1,Green,i,,,0.326,-0.069353144,-0.198802874,0.609824768,NOHS,750
180,750,9,39,9,-0.13421339,39,256,11242023,1110,1,Green,b,,,0.2997,-0.069353144,-0.064860246,0.216417238,NOHS,750
181,750,7,34,7,-0.067402629,34,219,11232023,1620,1,Blue,i,,,0.086,-0.069353144,0.001950515,0,NOHS,750
182,750,4,38,4,-0.134939527,38,245,11242023,1000,7,Red,a,Skip first 5 mins,,0.2108,-0.069353144,-0.065586383,0.311130851,NOHS,750
183,750,8,34,8,-0.037047307,34,220,11232023,1620,1,Red,i,,,0.3158,-0.069353144,0.032305837,0,NOHS,750
184,750,5,34,5,-0.099682685,34,218,11232023,1620,1,Blue,i,,,0.1445,-0.069353144,-0.030329541,0.20989302,NOHS,750
185,750,5,35,5,-0.145260041,35,225,11232023,1740,12,Green,i,,,0.1425,-0.069353144,-0.075906897,0.532679981,NOHS,750
186,750,9,35,9,-0.358150606,35,228,11232023,1740,12,Red,i,,,0.1905,-0.069353144,-0.288797462,1.515997178,NOHS,750
187,750,5,38,5,-0.389965143,38,246,11242023,1000,7,Green,a,Skip first 5 mins,,0.1011,-0.069353144,-0.320611999,3.171236393,NOHS,750
188,750,5,39,5,-0.050136322,39,253,11242023,1110,12,Blue,b,,,0.5297,-0.069353144,0.019216822,0,NOHS,750
189,750,2,34,2,-0.095451505,34,216,11232023,1620,1,Green,i,,,0.2422,-0.069353144,-0.026098361,0.107755414,NOHS,750
190,750,7,37,7,-0.209956072,37,240,11232023,1945,12,Green,k,,,0.5763,-0.069353144,-0.140602928,0.243975236,NOHS,750
191,750,4,37,4,-0.106596404,37,238,11232023,1945,12,Blue,k,,,0.2424,-0.069353144,-0.03724326,0.153643813,NOHS,750
192,750,8,35,8,-0.062227706,35,227,11232023,1740,12,Red,i,,,0.1876,-0.069353144,0.007125438,0,NOHS,750
193,750,7,36,7,-0.341469172,36,233,11232023,1830,7,Blue,j,,,0.1879,-0.069353144,-0.272116028,1.448196,NOHS,750
194,750,5,36,5,-0.154594021,36,232,11232023,1830,7,Blue,j,,,0.2557,-0.069353144,-0.085240877,0.333362837,NOHS,750
195,750,9,36,9,-0.139904049,36,235,11232023,1830,7,Green,j,,,0.7,-0.069353144,-0.070550905,0.100787008,NOHS,750
196,750,8,36,8,-0.071312666,36,234,11232023,1830,7,Green,j,,,0.37,-0.069353144,-0.001959522,0.005296006,NOHS,750
197,750,4,35,4,-0.323632181,35,224,11232023,1740,12,Blue,i,,,0.2477,-0.069353144,-0.254279037,1.026560506,NOHS,750
198,750,4,39,4,-0.099546073,39,252,11242023,1110,12,Blue,b,,,0.186,-0.069353144,-0.030192929,0.162327577,NOHS,750
199,CTRL,1,1,1,-0.062998834,1,1,11202023,1130,5,Green,a,,,0.2992,-0.093443859,0.030445025,0,NOHS,CTRL
200,CTRL,4,3,4,-0.29930608,3,15,11202023,1340,14,Red,c,Discard first 30 min,,0.2775,-0.093443859,-0.205862221,0.741845843,NOHS,CTRL
201,CTRL,2,4,2,-0.254065762,4,20,11202023,1500,5,Green,d,,"Consider removing this because of ""bouncy"" O2 decrease",0.6986,-0.093443859,-0.160621903,0.229919701,NOHS,CTRL
202,CTRL,7,8,7,-0.722710087,8,47,11212023,930,4,Red,a,,,0.4593,-0.093443859,-0.629266228,1.370054928,NOHS,CTRL
203,CTRL,1,5,1,-0.137852358,5,25,11202023,1610,5,Red,e,,,0.3801,-0.093443859,-0.044408499,0.116833726,NOHS,CTRL
204,CTRL,7,3,7,-0.124528318,3,17,11202023,1340,14,Blue,c,Discard first 30 min,,0.2527,-0.093443859,-0.031084459,0.123009336,NOHS,CTRL
205,CTRL,1,6,1,-0.13625444,6,31,11202023,1700,14,Green,f,,,0.1673,-0.093443859,-0.042810581,0.255891102,NOHS,CTRL
206,CTRL,1,8,1,-0.0699328,8,43,11212023,930,4,Blue,a,,,0.2511,-0.093443859,0.023511059,0,NOHS,CTRL
207,CTRL,1,2,1,-0.060329579,2,7,11202023,1220,4,Blue,b,,,0.1604,-0.093443859,0.03311428,0,NOHS,CTRL
208,CTRL,7,1,7,-0.112749489,1,5,11202023,1130,5,Blue,a,,,0.449,-0.093443859,-0.01930563,0.04299695,NOHS,CTRL
209,CTRL,2,5,2,-0.110112455,5,26,11202023,1610,14,Blue,e,Discard first minute,,0.228,-0.093443859,-0.016668596,0.073107879,NOHS,CTRL
210,CTRL,9,2,9,-0.103375025,2,12,11202023,1220,4,Red,b,,,0.1573,-0.093443859,-0.009931166,0.063135196,NOHS,CTRL
211,CTRL,2,6,2,-0.110731432,6,32,11202023,1700,14,Green,f,,,0.1721,-0.093443859,-0.017287573,0.100450746,NOHS,CTRL
212,CTRL,2,8,2,-0.185790167,8,44,11212023,930,14,Blue,a,,,0.1804,-0.093443859,-0.092346308,0.511897496,NOHS,CTRL
213,CTRL,2,3,2,-0.085690185,3,14,11202023,1340,14,Green,c,Discard first 30 min,,0.9234,-0.093443859,0.007753674,0,NOHS,CTRL
214,CTRL,4,1,4,-0.079318067,1,3,11202023,1130,5,Blue,a,,,0.337,-0.093443859,0.014125792,0,NOHS,CTRL
215,CTRL,2,2,2,-0.076019495,2,8,11202023,1220,4,Green,b,,,0.4576,-0.093443859,0.017424364,0,NOHS,CTRL
216,CTRL,1,3,1,-0.086814088,3,13,11202023,1340,14,Green,c,Discard first 30 min,,0.7319,-0.093443859,0.006629771,0,NOHS,CTRL
217,CTRL,5,8,5,-0.41118755,8,46,11212023,930,4,Green,a,,,0.1905,-0.093443859,-0.317743691,1.667945886,NOHS,CTRL
218,CTRL,4,5,4,-0.132508014,5,27,11202023,1610,4,Blue,e,,,0.2569,-0.093443859,-0.039064155,0.152059772,NOHS,CTRL
219,CTRL,2,1,2,-0.073113318,1,2,11202023,1130,5,Red,a,,,0.5424,-0.093443859,0.020330541,0,NOHS,CTRL
220,CTRL,4,6,4,-0.118109527,6,33,11202023,1700,5,Blue,f,,,0.2448,-0.093443859,-0.024665668,0.100758449,NOHS,CTRL
221,CTRL,4,8,4,-0.203536584,8,45,11212023,930,4,Green,a,,,NA,-0.093443859,-0.110092725,NA,NOHS,CTRL
222,CTRL,7,6,7,-0.300984602,6,35,11202023,1700,5,Green,f,,,0.6811,-0.093443859,-0.207540743,0.304714056,NOHS,CTRL
223,CTRL,4,2,4,-0.359346702,2,9,11202023,1220,4,Green,b,,,0.3191,-0.093443859,-0.265902843,0.833290014,NOHS,CTRL
224,CTRL,9,1,9,-0.13245887,1,6,11202023,1130,5,Red,a,,,NA,-0.093443859,-0.039015011,NA,NOHS,CTRL
225,CTRL,7,4,7,-0.483277898,4,23,11202023,1500,14,Red,d,,,0.2215,-0.093443859,-0.389834039,1.75997309,NOHS,CTRL
226,CTRL,1,4,1,-0.209542524,4,19,11202023,1500,14,Blue,d,,,0.1504,-0.093443859,-0.116098665,0.771932615,NOHS,CTRL
227,CTRL,9,6,9,-0.207990323,6,36,11202023,1700,4,Red,f,,,0.4175,-0.093443859,-0.114546464,0.274362789,NOHS,CTRL
228,CTRL,9,4,9,-0.35716877,4,24,11202023,1500,4,Blue,d,,,0.2894,-0.093443859,-0.263724911,0.911281656,NOHS,CTRL
229,CTRL,7,5,7,-0.250806855,5,29,11202023,1610,5,Green,e,,,0,-0.093443859,-0.157362996,Inf,NOHS,CTRL
230,CTRL,5,3,5,-0.580311459,3,16,11202023,1340,14,Red,c,Discard first 30 min,,0.3614,-0.093443859,-0.4868676,1.347171003,NOHS,CTRL
231,CTRL,4,3,4,-0.29930608,3,15,11202023,1340,14,Red,c,Discard first 30 min,,0.2066,-0.093443859,-0.205862221,0.996428951,NOHS,CTRL
232,CTRL,9,5,9,-0.216217931,5,30,11202023,1610,5,Blue,e,,,0.2098,-0.093443859,-0.122774072,0.585195769,NOHS,CTRL
233,CTRL,5,4,5,-0.24173603,4,22,11202023,1500,5,Red,d,,,0.2745,-0.093443859,-0.148292171,0.540226489,NOHS,CTRL
234,CTRL,9,8,9,-0.427655222,8,48,11212023,930,14,Red,a,,,0.2701,-0.093443859,-0.334211363,1.237361582,NOHS,CTRL
235,CTRL,7,2,7,-0.104989533,2,11,11202023,1220,4,Red,b,,,0.257,-0.093443859,-0.011545674,0.044924803,NOHS,CTRL
236,CTRLHS,2,10,2,-0.484663232,10,56,11212023,1145,14HS,Red,c,,,0.1282,-0.160359761,-0.324303471,2.529668261,HS,CTRL
237,CTRLHS,4,14,4,-0.137064611,14,84,11212023,1615,14HS,Blue,g,,,0.1504,-0.160359761,0.02329515,0,HS,CTRL
238,CTRLHS,7,10,7,-0.239935392,10,59,11212023,1145,4HS,Red,c,Check colours n 4 HS,,0.2071,-0.160359761,-0.079575631,0.384237717,HS,CTRL
239,CTRLHS,1,14,1,-0.179965386,14,82,11212023,1615,4HS,Red,g,,,0.1577,-0.160359761,-0.019605625,0.12432229,HS,CTRL
240,CTRLHS,8,11,8,-0.219911459,11,66,11212023,1300,14HS,Red,d,,,0.1418,-0.160359761,-0.059551698,0.419969662,HS,CTRL
241,CTRLHS,4,9,4,-0.184603451,9,51,11212023,1042,14HS,Blue,b,,,0.1877,-0.160359761,-0.02424369,0.129161908,HS,CTRL
242,CTRLHS,2,14,2,-0.154466999,14,83,11212023,1615,4HS,Red,g,,,0.1479,-0.160359761,0.005892762,0,HS,CTRL
243,CTRLHS,5,10,5,-0.28304004,10,58,11212023,1145,5HS,Blue,c,,,0.1901,-0.160359761,-0.122680279,0.645346024,HS,CTRL
244,CTRLHS,1,9,1,-0.190931304,9,49,11212023,1042,5HS,Red,b,,,0.2158,-0.160359761,-0.030571543,0.141666094,HS,CTRL
245,CTRLHS,2,9,2,-0.1339613,9,50,11212023,1042,5HS,Red,b,,,0.1671,-0.160359761,0.026398461,0,HS,CTRL
246,CTRLHS,4,10,4,-0.194472593,10,57,11212023,1145,5HS,Green,c,,,0.1367,-0.160359761,-0.034112832,0.249545224,HS,CTRL
247,CTRLHS,2,12,2,-0.205991405,12,69,11212023,1410,5HS,Red,e,,,0.2682,-0.160359761,-0.045631644,0.170140358,HS,CTRL
248,CTRLHS,9,9,9,-0.232911312,9,54,11212023,1042,4HS,Blue,b,,,0.3096,-0.160359761,-0.072551551,0.234339635,HS,CTRL
249,CTRLHS,1,13,1,-0.178859858,13,75,11212023,1500,4HS,Red,f,,,0.2152,-0.160359761,-0.018500097,0.085966994,HS,CTRL
250,CTRLHS,7,11,7,-0.521064418,11,65,11212023,1300,14HS,Green,d,,,0.0855,-0.160359761,-0.360704657,4.218767919,HS,CTRL
251,CTRLHS,2,13,2,-0.205644312,13,76,11212023,1500,5HS,Blue,f,,,0.1435,-0.160359761,-0.045284551,0.315571785,HS,CTRL
252,CTRLHS,1,10,1,-0.147042289,10,55,11212023,1145,14HS,Green,c,,Duplicated number 10. Remove duplicates from CSV,0.1463,-0.160359761,0.013317472,0,HS,CTRL
253,CTRLHS,1,12,1,-0.243454669,12,68,11212023,1410,14HS,Green,e,,,0.2299,-0.160359761,-0.083094908,0.361439357,HS,CTRL
254,CTRLHS,5,11,5,-0.168348722,11,64,11212023,1300,4HS,Green,d,,,0.1074,-0.160359761,-0.007988961,0.074385113,HS,CTRL
255,CTRLHS,5,13,5,-0.263587222,13,78,11212023,1500,14HS,Blue,f,,,0.1534,-0.160359761,-0.103227461,0.672929994,HS,CTRL
256,CTRLHS,4,12,4,-0.183609909,12,70,11212023,1410,4HS,Blue,e,,,NA,-0.160359761,-0.023250148,NA,HS,CTRL
257,CTRLHS,8,14,8,-0.481149629,14,87,11212023,1615,5HS,Blue,g,,,0.1386,-0.160359761,-0.320789868,2.314501213,HS,CTRL
258,CTRLHS,5,9,5,-0.263364907,9,52,11212023,1042,14HS,Green,b,,,0.1545,-0.160359761,-0.103005146,0.666699975,HS,CTRL
259,CTRLHS,9,14,9,-0.332264221,14,88,11212023,1615,5HS,Green,g,,,NA,-0.160359761,-0.17190446,NA,HS,CTRL
260,CTRLHS,2,11,2,-0.181422206,11,62,11212023,1300,5HS,Red,d,,,0.2741,-0.160359761,-0.021062445,0.076842193,HS,CTRL
261,CTRLHS,7,9,7,-0.15527284,9,53,11212023,1042,4HS,Green,b,,,0.3892,-0.160359761,0.005086921,0,HS,CTRL
262,CTRLHS,7,12,7,-0.286213221,12,72,11212023,1410,5HS,Green,e,,,0.182,-0.160359761,-0.12585346,0.691502528,HS,CTRL
263,CTRLHS,1,11,1,-0.174235385,11,61,11212023,1300,5HS,Green,d,,,0.2113,-0.160359761,-0.013875624,0.065667885,HS,CTRL
264,CTRLHS,7,14,7,-0.246849772,14,86,11212023,1615,14HS,Blue,g,,,0.1107,-0.160359761,-0.086490011,0.781300913,HS,CTRL
265,CTRLHS,4,11,4,-0.158121102,11,63,11212023,1300,4HS,Blue,d,,,0.1893,-0.160359761,0.002238659,0,HS,CTRL
266,CTRLHS,9,10,9,-0.193209726,10,60,11212023,1145,4HS,Blue,c,,,0.1905,-0.160359761,-0.032849965,0.172440762,HS,CTRL
267,CTRLHS,8,12,8,-0.165538414,12,73,11212023,1410,14HS,Red,e,,,0.2082,-0.160359761,-0.005178653,0.024873454,HS,CTRL
268,CTRLHS,9,13,9,-0.306875748,13,81,11212023,1500,5HS,Blue,f,,,0.1737,-0.160359761,-0.146515987,0.843500214,HS,CTRL
269,CTRLHS,7,13,7,-0.357209777,13,79,11212023,1500,4HS,Green,f,,,0.0727,-0.160359761,-0.196850016,2.70770311,HS,CTRL
270,CTRLHS,9,12,9,-0.248505233,12,74,11212023,1410,4HS,Red,e,,,0.157,-0.160359761,-0.088145472,0.561436128,HS,CTRL
271,CTRLHS,8,13,8,-0.256229337,13,80,11212023,1500,14HS,Red,f,,,0.1249,-0.160359761,-0.095869576,0.767570665,HS,CTRL
272,CTRLHS,9,13,9,-0.306875748,13,81,11212023,1500,5HS,Blue,f,,,0.2327,-0.160359761,-0.146515987,0.629634667,HS,CTRL
